,text,symp,label
2827,I've lost interest in things I used to enjoy.,symptom,0
2828,"Car detailing can make a vehicle look brand new, inside and out.",None,1
2829,"I've had trouble with persistent high cholesterol levels, and I'm worried about their impact on my kidneys.",symptom,0
2830,I'm curious about global advancements in the field of clean energy. Any updates?,None,1
2831,I've got a dental implant.,symptom,0
2832,I offered advice on selecting the right skincare products to a skincare novice.,None,1
2833,"I've had recurring episodes of confusion and memory lapses, and it's worrisome.",symptom,0
2834,"I've been having trouble with irregular menstrual cycles, and it's affecting my fertility.",symptom,0
2835,"I've noticed changes in my bite alignment, and it's affecting my ability to chew properly.",symptom,0
2836,I've recently suffered a sports injury and my ankle is swollen and painful.,symptom,0
2837,I recently saw a feel-good comedy that's a lighthearted escape from reality.,None,1
2838,"There are times when my heart feels like it's racing, especially during stress.",symptom,0
2839,"Savoring a bowl of hearty chili on a crisp autumn day, with toppings like cheese and sour cream.",None,1
2840,I've been having mood swings.,symptom,0
2841,I saw an eye-opening documentary that explores the wonders of the natural world.,None,1
2842,"My sleep has been disrupted by restless legs, and it's preventing me from resting.",symptom,0
2843,I've noticed chest pain with stress.,symptom,0
2844,"I went on a night hike, and the starry sky above was a breathtaking sight.",None,1
2845,I described the benefits of using a to-do list app to a friend seeking better organization.,None,1
2846,"I've been experiencing difficulty in sleeping, and I suspect it might be related to kidney issues.",symptom,0
2847,Is there any news on the global response to the refugee crisis?,None,1
2848,I described the benefits of drinking more water to someone interested in health.,None,1
2849,I've been experiencing irregular heartbeats.,symptom,0
2850,"I shared my favorite stand-up comedy clips with a colleague, and they had tears of laughter.",None,1
2851,I watched an eye-opening environmental documentary that highlights our planet's beauty.,None,1
2852,I offered advice on planning a home garden to a gardening enthusiast.,None,1
2853,I've been dealing with frequent eye infections.,symptom,0
2854,"I've observed changes in my bowel habits, with occasional diarrhea.",symptom,0
2855,I'm interested in global efforts to address environmental pollution. Any updates on that?,None,1
2856,"I've noticed that my heart rate feels irregular, with occasional pauses in its rhythm, which is causing concern.",symptom,0
2857,"I've had a family history of kidney infections, and I'm concerned about my risk.",symptom,0
2858,"I discussed the impact of social media on society with a group of teenagers, promoting responsible usage.",None,1
2859,"Sipping a cup of aromatic Turkish coffee in a bustling bazaar, where the aroma mingles with the energy of the market.",None,1
2860,"I shared insights into meal planning with my friend, focusing on balanced nutrition.",None,1
2861,"I've been experiencing persistent muscle weakness, and it's affecting my physical activities.",symptom,0
2862,"I've been getting frequent cramps in my stomach, especially after meals.",symptom,0
2863,I can't make decisions easily.,symptom,0
2864,"I've had a stroke, and I'm seeking rehabilitation to regain mobility.",symptom,0
2865,"My daughter's growth seems to have slowed down, and I'm concerned about her development.",symptom,0
2866,I recommended a scenic hiking trail to an adventurous acquaintance.,None,1
2867,I watched a heartwarming animated film that celebrates the magic of friendship.,None,1
2868,"I instructed a group of aspiring writers on the art of character development in novels, creating relatable personas.",None,1
2869,"The feeling of a gentle breeze on your face as you relax in a hammock by the ocean, listening to the waves.",None,1
2870,I've been experiencing persistent difficulties in maintaining attention and organizing tasks.,symptom,0
2871,"Savoring a cup of traditional English afternoon tea, complete with scones and clotted cream, is a refined indulgence.",None,1
2872,"I've been experiencing frequent, severe chest pain, and it's alarming.",symptom,0
2873,"I've had a history of oral infections, and I'm worried about their recurrence.",symptom,0
2874,"I've been experiencing mood swings, bloating, and breast tenderness before my periods.",symptom,0
2875,"Exploring the hidden gems of a charming European village, where cobblestone streets lead to quaint cafes and artisan shops.",None,1
2876,"I've been having trouble maintaining a healthy weight, despite diet and exercise.",symptom,0
2877,"I've had a persistent cough that's sometimes accompanied by pink-tinged phlegm, and it's been ongoing.",symptom,0
2878,I find watching wildlife to be a fascinating experience.,None,1
2879,"I've had a history of urinary retention, and I'm worried about its recurrence.",symptom,0
2880,"I instructed a group of students on the principles of geometry, using visual aids to illustrate.",None,1
2881,I recently saw a feel-good comedy that's a hilarious take on everyday life.,None,1
2882,"I've had a history of kidney dialysis, and I'm concerned about its long-term effects on my health.",symptom,0
2883,I talked about the importance of regular exercise and its positive effects on health.,None,1
2884,"I spent a day at a serene tea plantation, learning about the art of tea cultivation.",None,1
2885,I'm planning to redecorate my living room.,None,1
2886,I had a fun day at the amusement arcade.,None,1
2887,I can't stop thinking about this intense crime drama with its intricate plot.,None,1
2888,Imagine a world where time travel leads to unexpected adventures; that's the essence of this sci-fi film.,None,1
2889,"I've had a previous kidney surgery, and I'm worried about potential complications.",symptom,0
2890,"I've been experiencing severe bloating and abdominal discomfort, and it's affecting my appetite.",symptom,0
2891,The aroma of freshly baked bread is simply irresistible.,None,1
2892,"I shared my favorite hiking trails with an outdoor enthusiast, and they explored new terrains.",None,1
2893,"I've had these small, red pimples on my cheeks, and they're persistent.",symptom,0
2894,"I've had persistent swelling in my neck, and it's causing discomfort and difficulty swallowing.",symptom,0
2895,I'm experiencing more frequent burps and a bitter taste in my mouth.,symptom,0
2896,I indulged in a chocolate tasting session at a local artisanal chocolate shop. Pure heaven!,None,1
2897,"I've noticed changes in my voice, with hoarseness and difficulty speaking clearly.",symptom,0
2898,"My mood has become increasingly anxious, and I've been having panic attacks.",symptom,0
2899,I appreciate the diversity of flavors in Indian cuisine.,None,1
2900,I described the benefits of a morning routine to someone interested in productivity.,None,1
2901,"I've noticed changes in my vision, such as blurriness or difficulty focusing.",symptom,0
2902,"I've noticed changes in the size or shape of my jaw, and it's unusual.",symptom,0
2903,I've been feeling nauseous and have had occasional vomiting.,symptom,0
2904,"I've been trying to conceive for some time, and I'm concerned about my fertility.",symptom,0
2905,Sipping a cup of tea by the fireplace and reading a good book is cozy.,None,1
2906,"I often find myself sweating excessively, even in cool weather, and this sweating isn't linked to physical exertion.",symptom,0
2907,"Exploring the ancient city of Pompeii, frozen in time by volcanic ash, offers a glimpse into the past.",None,1
2908,I discussed my recent travels with a fellow travel enthusiast.,None,1
2909,"I explored an ancient archaeological site, where the remnants of an ancient civilization lay.",None,1
2910,I've been dealing with muscle cramps in my arms.,symptom,0
2911,Savoring a five-course gourmet meal is a culinary adventure.,None,1
2912,Imagine a world where robots have emotions; that's the premise of this futuristic film.,None,1
2913,I've been experiencing extreme sensitivity to cold temperatures.,symptom,0
2914,What's the status of international space exploration missions?,None,1
2915,"I love the spicy kick of Thai food, especially green curry.",None,1
2916,"I've been feeling a continuous pressure in my chest, and it's not related to physical activity.",symptom,0
2917,I want to know about the global response to the recent educational summit. Any insights?,None,1
2918,"I shared my favorite camping gear with an outdoor enthusiast, and they had comfortable trips.",None,1
2919,I shared a tip with my roommate on how to declutter a closet efficiently.,None,1
2920,"I've been experiencing recurrent urinary tract infections, and it's becoming incredibly uncomfortable.",symptom,0
2921,"I've been experiencing pain and discomfort in my shoulders, and it's affecting my range of motion.",symptom,0
2922,I'm planning to immerse myself in the world of abstract art.,None,1
2923,I explained how to create a personalized workout plan to a fitness beginner.,None,1
2924,"I advised my friend on starting a successful blog, covering topics like niche selection and content strategy.",None,1
2925,"I instructed a group of aspiring artists on the fundamentals of perspective drawing, improving their skills.",None,1
2926,"I've been pregnant before, and I'm concerned about a history of gestational diabetes.",symptom,0
2927,"Changes in my bowel habits, including diarrhea and changes in stool color, have been occurring.",symptom,0
2928,"I outlined the principles of time management to a student, helping them achieve better productivity.",None,1
2929,I talked about the benefits of outdoor activities and reconnecting with nature.,None,1
2930,"I explained the principles of conflict resolution to a coworker, promoting a positive work environment.",None,1
2931,"The taste of creamy gelato in the heart of Rome, with flavors like tiramisu and dark chocolate.",None,1
2932,Let me take you on a journey through the plot of this epic historical series.,None,1
2933,"I've noticed blood in my vomit, and it's quite alarming.",symptom,0
2934,I've been experiencing persistent dental sensitivity to sweets or acidic foods.,symptom,0
2935,"Frequent eye twitches, especially in the left eye, have been bothering me.",symptom,0
2936,I'd like to stay informed about international developments in the field of sustainable transportation.,None,1
2937,"I've had trouble with persistent tartar buildup, and it's affecting the appearance of my teeth.",symptom,0
2938,"I've been feeling nauseous, and it sometimes leads to vomiting.",symptom,0
2939,"I've noticed that my fingers are becoming crooked, and it's painful when I try to straighten them.",symptom,0
2940,I'm excited about the book I'm currently reading.,None,1
2941,"I've had this persistent pain in my thigh, and it's limiting my mobility.",symptom,0
2942,"I explored a vibrant arts and crafts fair, discovering handmade treasures.",None,1
2943,I've been dealing with a persistent cough that's worse during exercise.,symptom,0
2944,Let me share the plot of this intriguing psychological thriller; it will keep you guessing.,None,1
2945,I'm curious about global advancements in the field of artificial intelligence. Any updates?,None,1
2946,My chest pain moves from side to side.,symptom,0
2947,The aroma of freshly baked bread is simply irresistible.,None,1
2948,I described the benefits of volunteering to someone interested in giving back to the community.,None,1
2949,"I've had this constant discomfort in my lower back, and it's affecting my ability to bend forward.",symptom,0
2950,"My skin has become rough and scaly, especially on my elbows and knees.",symptom,0
2951,"I've had a family history of schizophrenia, and I'm concerned about my risk and early signs.",symptom,0
2952,I've been dealing with eye fatigue after long hours of screen time.,symptom,0
2953,"I asked a fellow jokester for their silliest riddle, and it had us scratching our heads and laughing.",None,1
2954,"My son has been having trouble with coordination and balance, and it's affecting his coordination.",symptom,0
2955,I narrated my experience of hiking to the top of a challenging mountain.,None,1
2956,"Hiking to a secluded waterfall hidden deep within a lush rainforest, with the sound of cascading water in the air.",None,1
2957,"I've had a history of exposure to allergens, and I'm worried about sensitivities.",symptom,0
2958,"I've been experiencing testicular pain and swelling, and it's causing me distress.",symptom,0
2959,I recounted my experience of visiting a historic landmark and its fascinating history.,None,1
2960,"I've had a recent wrist dislocation, and I need help with recovery.",symptom,0
2961,"I've noticed a lump in my breast during a self-examination, and it's causing me great concern.",symptom,0
2962,I was completely engrossed in this gripping political drama with its intricate plot.,None,1
2963,Volunteering at a local shelter and making a difference in someone's life is fulfilling.,None,1
2964,"My child has been having difficulty concentrating in school, and it's affecting their grades.",symptom,0
2965,I've been dealing with muscle stiffness and reduced flexibility.,symptom,0
2966,"I discussed the impact of artificial intelligence on industries with a group of professionals, exploring AI applications.",None,1
2967,I recommended a classic novel to a book lover looking for their next read.,None,1
2968,I had a great time at the beach last weekend.,None,1
2969,I've been dealing with persistent throat pain and difficulty speaking loudly.,symptom,0
2970,"I explained the principles of effective customer service to a retail team, enhancing the shopping experience.",None,1
2971,I've been experiencing chronic back pain that makes it hard to stand.,symptom,0
2972,"I've had a history of kidney surgery, and I'm concerned about potential complications.",symptom,0
2973,I recently saw a feel-good comedy that's a perfect remedy for a bad day.,None,1
2974,I've had recurring episodes of difficulty clearing my throat.,symptom,0
2975,The feeling of warm sand between my toes as I watch the sunset over the ocean is a moment of pure bliss.,None,1
2976,"I've noticed that my fingers are becoming crooked, and it's painful when I try to straighten them.",symptom,0
2977,"Exploring the historic streets of Charleston, where colorful houses and cobblestone streets beckon.",None,1
2978,"I've had a previous kidney surgery, and I'm worried about potential complications.",symptom,0
2979,Attending a meditation retreat and finding inner peace is enlightening.,None,1
2980,I offered advice on planning a weekend getaway to a friend craving adventure.,None,1
2981,I've had persistent sneezing and nasal congestion due to allergies.,symptom,0
2982,"I've noticed changes in the appearance of my genital area, and it's causing me distress.",symptom,0
2983,I talked about my musical tastes and favorite bands with friends.,None,1
2984,Who's the team's arch-rival?,None,1
2985,I've been having trouble with heavy bleeding and clotting during my menstrual periods.,symptom,0
2986,They make every day feel special.,None,1
2987,"I spent a night camping under the vast desert sky, counting shooting stars and constellations.",None,1
2988,They're the love that fills my heart.,None,1
2989,"I've noticed changes in the alignment of my teeth, and I'm interested in orthodontic treatment.",symptom,0
2990,"I've been experiencing halos around lights, particularly at night.",symptom,0
2991,"My hip has been throbbing, and it's particularly painful when I try to get out of bed in the morning.",symptom,0
2992,"I've had a recent injury to my eye, and it's causing discomfort.",symptom,0
2993,"I've been experiencing pain and discomfort in my lower abdomen, and it's getting worse over time.",symptom,0
2994,"I attended a vibrant Diwali festival, with fireworks and the glow of oil lamps.",None,1
2995,I narrated my experience of taking a photography tour and capturing stunning shots.,None,1
2996,Eating a juicy burger with all the fixings is a guilty pleasure.,None,1
2997,"I've noticed changes in my sleep patterns, appetite, and energy levels, and I'm losing interest in activities I used to enjoy.",symptom,0
2998,I explained the cultural heritage of a specific cuisine and its flavors.,None,1
2999,I've had persistent fatigue and headaches related to my allergies.,symptom,0
3000,I watched an eye-opening documentary that sheds light on a pressing social issue.,None,1
3001,Who's the top goal-scorer?,None,1
3002,I've been experiencing radiating pain down my sciatic nerve.,symptom,0
3003,I shared stories about my childhood and growing up with siblings.,None,1
3004,"I've noticed changes in my urinary stream, and it's becoming weak and irregular.",symptom,0
3005,I watched an intense crime drama that keeps you guessing until the end.,None,1
3006,"I attended a cultural festival in Thailand, with ornate temples and traditional dance.",None,1
3007,"I suggested a new board game to my family, and we had laughter-filled game nights.",None,1
3008,I called a pet adoption agency to inquire about adopting a furry companion.,None,1
3009,"I explained the principles of sustainable agriculture to a group of farmers, promoting eco-friendly farming practices.",None,1
3010,"I advised my coworker on planning a weekend road trip, suggesting scenic routes.",None,1
3011,"I've had trouble with persistent coughing and shortness of breath, and I'm worried about kidney-lung interactions.",symptom,0
3012,"Sipping a cup of freshly brewed chai tea in the bustling streets of Mumbai, surrounded by the vibrant chaos, is an experience.",None,1
3013,I shared a tip with my coworker on how to stay organized and meet deadlines.,None,1
3014,I've attended car auctions to see classic cars go to new owners.,None,1
3015,"I've had trouble with excessive checking and counting rituals, and it's affecting my daily routine.",symptom,0
3016,I chatted about my favorite destinations and travel experiences.,None,1
3017,I offered advice on choosing a gift for a special occasion to a thoughtful friend.,None,1
3018,"I attended a traditional Native American powwow, with drum circles and colorful regalia.",None,1
3019,"I've had this tingling sensation in my feet, particularly in the toes.",symptom,0
3020,I shared my thoughts on a recent best-selling book and its themes.,None,1
3021,I love the way they light up a room.,None,1
3022,"My hip has been aching, and it's particularly bothersome when I try to stand up after sitting.",symptom,0
3023,Is there any news on the diplomatic negotiations between countries?,None,1
3024,I called a local restaurant to make a reservation for a special anniversary dinner.,None,1
3025,I'm curious about global advancements in the field of renewable energy. Any updates?,None,1
3026,"I've been having trouble with irregular vaginal bleeding, and it's causing me concern.",symptom,0
3027,"I clarified the techniques for effective public speaking to a student, boosting their confidence in presentations.",None,1
3028,Car safety ratings are an important factor when choosing a new vehicle.,None,1
3029,I've got a swollen jaw.,symptom,0
3030,"I talked about my favorite hobbies, such as gardening and hiking.",None,1
3031,I'm planning to take a cooking class.,None,1
3032,"My hip has been throbbing, and it's particularly painful when I try to walk uphill.",symptom,0
3033,"I discussed the importance of financial literacy with a group of teenagers, covering budgeting and saving.",None,1
3034,Homemade pizza with fresh toppings is my go-to comfort food.,None,1
3035,"I guided my coworker through the process of setting up a personal fitness routine, achieving health and fitness goals.",None,1
3036,The colors of a sunset painting the sky are awe-inspiring.,None,1
3037,I recently saw a heart-pounding thriller that had me on the edge of my seat.,None,1
3038,The sight of a waterfall cascading down the rocks is mesmerizing.,None,1
3039,"I've had persistent muscle aches and cramps, especially in my legs and back.",symptom,0
3040,I cherish every moment we spend together.,None,1
3041,"I introduced my coworkers to the world of podcast production, explaining recording and editing software.",None,1
3042,I've been experiencing persistent coughing with a persistent metallic taste.,symptom,0
3043,"I explained the principles of financial literacy to a young adult, emphasizing budgeting and savings.",None,1
3044,"The taste of warm, freshly baked apple pie, with a scoop of vanilla ice cream, is a slice of heaven.",None,1
3045,I've been dealing with wheezing that's more pronounced during exercise.,symptom,0
3046,"I outlined the steps to create a captivating social media content calendar to a small business owner, ensuring consistency.",None,1
3047,"My sense of balance has become unpredictable, and I've fallen multiple times.",symptom,0
3048,I want to know about any humanitarian crises happening in different parts of the world.,None,1
3049,"I've been experiencing muscle weakness in my arms, and it's affecting my ability to lift objects.",symptom,0
3050,"I've had trouble with frequent urination during the day, and it's interfering with my activities.",symptom,0
3051,I've had recurring episodes of sore throat and difficulty swallowing.,symptom,0
3052,I've been dealing with chronic knee pain that limits my mobility.,symptom,0
3053,I've been experiencing limited mobility after a car accident.,symptom,0
3054,Imagine a world where time travel is possible; that's the concept of this mind-bending movie.,None,1
3055,"I've had a history of recurrent urethral infections, and I'm worried about their recurrence.",symptom,0
3056,"My skin is prone to redness, especially after I shower.",symptom,0
3057,"I've been having trouble digesting fatty foods, and it's uncomfortable.",symptom,0
3058,"I'm eager to explore the historic streets of Rome, where every corner reveals a piece of ancient history.",None,1
3059,"I've had a previous vasectomy, and I'm considering a reversal.",symptom,0
3060,"My skin has become extremely sensitive to certain fabrics, and it's causing itching and irritation.",symptom,0
3061,I'm thankful for their unwavering love.,None,1
3062,What's the result of the tiebreaker?,None,1
3063,"I've had a recent injury to my eye, and there's swelling around it.",symptom,0
3064,I'm worried about my eating habits.,symptom,0
3065,"I provided tips on effective note-taking techniques for a student, improving study habits.",None,1
3066,"I've noticed changes in my ability to sense temperature, and I've burned myself accidentally.",symptom,0
3067,I want to create beautiful memories with them.,None,1
3068,"I've been experiencing frequent, severe abdominal pain, and it's affecting my appetite.",symptom,0
3069,"I've had a recent wrist fracture, and I'm looking for assistance with recovery.",symptom,0
3070,I've got a sore spot in my mouth.,symptom,0
3071,"I embarked on a horseback riding expedition through rolling hills, feeling at one with nature.",None,1
3072,"I've had trouble with persistent bleeding gums, especially during brushing.",symptom,0
3073,I'm looking forward to a weekend of horseback riding in the countryside.,None,1
3074,Skiing down a pristine slope and feeling the rush of cold air is invigorating.,None,1
3075,I've had recurring lung infections with difficulty breathing.,symptom,0
3076,"I've been having trouble with persistent hair loss, and it's affecting my self-confidence.",symptom,0
3077,I enjoy taking long walks in the park.,None,1
3078,I appreciate the art of sushi-making and the precision it requires.,None,1
3079,"I've been dealing with an allergy to insect stings, and it's alarming.",symptom,0
3080,"I've had a previous stillbirth, and I'm worried about the risk of another one.",symptom,0
3081,Watching a ballet performance is a feast for the senses.,None,1
3082,I love the serenity of a lakeside cabin in the woods.,None,1
3083,"I find it difficult to catch my breath, and even simple tasks make me feel breathless.",symptom,0
3084,My stomach often feels gurgly and unsettled.,symptom,0
3085,"I've been experiencing severe mood swings and anxiety, and it's affecting my daily life.",symptom,0
3086,I've been dealing with severe hay fever that affects my daily life.,symptom,0
3087,"I've been experiencing pain and discomfort during bowel movements, and it's affecting my quality of life.",symptom,0
3088,"I attended a traditional Brazilian carnival, with samba dancing and vibrant costumes.",None,1
3089,"I've been experiencing changes in my menstrual flow, and it's causing me discomfort.",symptom,0
3090,"I've been experiencing changes in my vision, and I suspect they might be related to kidney problems.",symptom,0
3091,I've noticed that my breathing difficulties are worse in humid weather.,symptom,0
3092,I discussed my recent art projects and creative endeavors.,None,1
3093,I'm planning a visit to the breathtaking Grand Canyon.,None,1
3094,"I advised my friend on planning an eco-conscious family reunion, exploring green venue options.",None,1
3095,"I provided tips on effective public speaking to a friend, reducing nervousness.",None,1
3096,I've had recurring episodes of ear pain and pressure changes during flights.,symptom,0
3097,"I've had a recent injury to my cornea, and it's painful.",symptom,0
3098,"I've unintentionally lost about 15 pounds over the last few months, and I can't pinpoint a cause.",symptom,0
3099,"I've been experiencing persistent pain in my lower back and sides, and it's getting worse.",symptom,0
3100,I feel overwhelmed by stress.,symptom,0
3101,I've been dealing with muscle fatigue that interferes with my daily activities.,symptom,0
3102,I've been experiencing lapses in memory and forgetfulness.,symptom,0
3103,"I've been having persistent tremors or involuntary movements, especially in my hands.",symptom,0
3104,I was captivated by this emotionally charged drama that explores themes of identity.,None,1
3105,"I've had occasional, sharp cramps in my abdomen.",symptom,0
3106,"I've had a sudden onset of excessive hair growth in unusual areas, such as the face.",symptom,0
3107,Any updates on the championship?,None,1
3108,I talked about my experience of visiting an ancient ruin and imagining its history.,None,1
3109,Sports car enthusiasts appreciate the precision engineering of these vehicles.,None,1
3110,Who's the referee for this game?,None,1
3111,I explained how to start a blog to a friend interested in sharing their passion online.,None,1
3112,"I've had a sudden increase in fatigue and weakness, which is affecting my daily activities.",symptom,0
3113,I'm interested in global efforts to address human trafficking. Any updates on that?,None,1
3114,They're my best friend and my love.,None,1
3115,I've been dealing with muscle soreness that lingers after exercise.,symptom,0
3116,I attended a traditional Japanese tea ceremony in a serene bamboo garden.,None,1
3117,"I instructed a group of volunteers on disaster relief efforts, emphasizing coordination and support.",None,1
3118,"I advised my friend on starting a small business, covering aspects like market research and branding.",None,1
3119,Have there been any recent developments in international human rights issues?,None,1
3120,"Walking through a serene botanical garden, where colorful blooms and fragrant blossoms enchant the senses.",None,1
3121,"I've had a history of eye infections, and they keep coming back.",symptom,0
3122,"I've noticed changes in my urine odor, and it's becoming foul and unpleasant.",symptom,0
3123,"I've noticed changes in my vaginal odor, and I'm concerned about possible infections.",symptom,0
3124,"I've had recurring lung infections, and I need a thorough evaluation.",symptom,0
3125,"I've had a fever, sore throat, and body aches for the past few days.",symptom,0
3126,"I've had trouble with discomfort and pain in my genital area, especially during urination.",symptom,0
3127,"I suggested a hiking trail to a group of friends, and we had an amazing day in nature.",None,1
3128,Trying street food vendors' creations is an adventure in itself.,None,1
3129,"There's a persistent, deep ache in my chest, and it often spreads to my back and shoulders.",symptom,0
3130,I find solace in the gentle sound of rain tapping on my windowpane.,None,1
3131,I get really nervous in social situations.,symptom,0
3132,"There are times when I feel dizzy and lightheaded, and it's making me worry about my overall health.",symptom,0
3133,I exchanged stories about our pets with a group of animal lovers.,None,1
3134,"I've noticed that my muscles have become weak, and I'm having trouble lifting things.",symptom,0
3135,"My fingers have been feeling swollen, and it's challenging to bend them.",symptom,0
3136,Savoring the creamy textures and complex flavors of artisanal cheeses in a charming French village is a true gastronomic delight.,None,1
3137,I've been experiencing sudden hair loss and the skin on my scalp is becoming scaly.,symptom,0
3138,"I've had trouble with persistent anger and aggression towards others, and it's straining my relationships.",symptom,0
3139,The tranquility of a Japanese garden is a peaceful escape.,None,1
3140,How's the team's home record?,None,1
3141,"I asked a fellow photographer for camera recommendations, and I upgraded my gear.",None,1
3142,I've had heartburn despite taking antacids.,symptom,0
3143,Witnessing a total solar eclipse and experiencing darkness in the daytime is awe-inspiring.,None,1
3144,"I've had a recent injury to my eye, and there's persistent pain.",symptom,0
3145,I'm planning to attend a friend's wedding.,None,1
3146,"My skin feels greasy, and I'm getting frequent blackheads on my nose.",symptom,0
3147,I've been getting frequent indigestion and discomfort after eating.,symptom,0
3148,"I've had a history of ovarian cysts, and I'm concerned about their recurrence.",symptom,0
3149,"My chest discomfort often occurs at night, and it's accompanied by a racing heart and restlessness.",symptom,0
3150,"I've developed these itchy, fluid-filled blisters on my fingers, and they're spreading rapidly.",symptom,0
3151,I talked about my volunteer experiences with fellow volunteers.,None,1
3152,"I've had recurrent urinary tract infections, and it's becoming really uncomfortable.",symptom,0
3153,I've been experiencing discomfort and pain in my urinary tract.,symptom,0
3154,I visited a local vineyard and learned about the wine-making process. The wine tasting was a highlight.,None,1
3155,There's a heartwarming family drama that teaches important life lessons.,None,1
3156,I've been sweating more than usual.,symptom,0
3157,"I recommended a great book to my coworker, and they ended up loving it.",None,1
3158,"I outlined the steps to create a captivating podcast series to a podcast enthusiast, including recording techniques.",None,1
3159,"I've been experiencing pain and discomfort during bowel movements, and it's affecting my quality of life.",symptom,0
3160,"Pain in my lower abdomen, accompanied by bloating, has been consistent.",symptom,0
3161,I watched an inspiring sports documentary that showcases the triumph of the human spirit.,None,1
3162,Tell me about the team's fan base.,None,1
3163,I've noticed that my child's allergies worsen during school hours.,symptom,0
3164,"I recommended a mindfulness meditation course to a stressed-out colleague, and they found tranquility.",None,1
3165,"My fingers have been tingling, and I'm concerned about nerve compression.",symptom,0
3166,I want to be their biggest cheerleader.,None,1
3167,I'm grateful to have them in my life.,None,1
3168,I find gardening to be a peaceful hobby.,None,1
3169,"I've had a sudden decrease in my sense of taste and smell, and it's concerning.",symptom,0
3170,I had a fantastic day at the outdoor adventure park.,None,1
3171,"I've had a sudden increase in thirst and hunger, along with unexplained weight loss.",symptom,0
3172,I find birdwatching to be a fascinating hobby.,None,1
3173,"I've noticed a sudden distortion in my vision, like wavy lines.",symptom,0
3174,"I outlined the steps to create a compelling presentation, emphasizing storytelling techniques.",None,1
3175,I appreciate the convenience of keyless entry and push-button start in my car.,None,1
3176,"I spent a relaxing day at a hot spring spa, soaking in healing mineral waters.",None,1
3177,"I've been experiencing a persistent, aching sensation in my abdomen.",symptom,0
3178,"I briefed my coworkers on the upcoming project, providing a clear timeline and objectives.",None,1
3179,"I introduced my family to the world of sustainable fashion, discussing ethical clothing brands.",None,1
3180,"I've been experiencing discomfort and pressure in my pelvic area, especially after urination.",symptom,0
3181,I exchanged travel tips with a fellow adventurer.,None,1
3182,"My child has been experiencing persistent coughing and chest congestion, and it's concerning.",symptom,0
3183,"I recommended a podcast series to a friend, and they became a dedicated listener.",None,1
3184,I've noticed a gradual decrease in my night vision.,symptom,0
3185,"I've been experiencing pain and discomfort in my side, and it's affecting my sleep.",symptom,0
3186,Sipping a cup of hot cocoa by the fireplace and feeling the warmth is cozy.,None,1
3187,I'm grateful for their love and affection.,None,1
3188,I watched this incredible movie last night; it's a gripping thriller with unexpected twists.,None,1
3189,"I'm captivated by the celestial wonders of the cosmos and eagerly await the chance to stargaze in the dark, remote deserts of Arizona.",None,1
3190,"I've been experiencing difficulty in focusing and making decisions, and it's impacting my work.",symptom,0
3191,I've been dealing with muscle soreness after exercise.,symptom,0
3192,"I've developed dry, cracked skin on my heels, and it's painful.",symptom,0
3193,I described the process of making homemade candles to a crafty friend.,None,1
3194,"I spent a night in a cozy log cabin, with a crackling fireplace and a starry night outside.",None,1
3195,I find painting to be a creative outlet.,None,1
3196,"I'm dealing with frequent belching, and it's embarrassing.",symptom,0
3197,What's the match format?,None,1
3198,"My sense of balance has deteriorated, and I've had several near-falls.",symptom,0
3199,"I introduced my coworkers to the world of renewable energy policy, discussing government incentives.",None,1
3200,I've been experiencing severe sneezing fits during allergy season.,symptom,0
3201,"I discussed the impact of renewable energy on the environment with a group of students, advocating for sustainable practices.",None,1
3202,I've been experiencing unexplained weight gain despite a strict diet and exercise routine.,symptom,0
3203,I feel like I'm being watched.,symptom,0
3204,"I've had a repetitive strain injury from work, and it's causing discomfort.",symptom,0
3205,I joined a group for an exhilarating snowmobiling excursion through snow-covered landscapes.,None,1
3206,Have you heard about any international cultural festivals or artistic collaborations?,None,1
3207,"For the past week, I've been experiencing frequent headaches, particularly in the mornings and behind my eyes. The headaches sometimes get worse with exposure to bright light.",symptom,0
3208,"I've had a fever on and off, and I've been getting chills.",symptom,0
3209,There's a heartwrenching war film that depicts the human cost of conflict.,None,1
3210,I've been dealing with persistent heart palpitations and irregular heartbeats.,symptom,0
3211,I chatted about my experiences as a parent with other parents.,None,1
3212,How's the weather affecting the game?,None,1
3213,I recently saw a spine-tingling horror thriller that will send shivers down your spine.,None,1
3214,I've been experiencing persistent ear clicking and popping sensations.,symptom,0
3215,"My daughter has been having trouble with coordination and balance, and it's affecting her physical activities.",symptom,0
3216,"Eating a warm, gooey chocolate chip cookie is pure happiness.",None,1
3217,"I've noticed changes in my urine turbidity, and it's becoming cloudy and unusual.",symptom,0
3218,"I embarked on a whale-watching tour, witnessing the majestic creatures breach the surface.",None,1
3219,I recommended a good book to my friend who enjoys mystery novels.,None,1
3220,"I've had these tiny, red blood vessels visible on my cheeks.",symptom,0
3221,"I've been experiencing changes in my urine color, and it's becoming darker and concerning.",symptom,0
3222,I love the feeling of freedom when I hit the open road in my convertible.,None,1
3223,I've been dealing with persistent throat irritation and a need to cough.,symptom,0
3224,"I've had a previous root canal procedure, and I'm concerned about any follow-up care.",symptom,0
3225,"I recommended a comedy series to my family, and we had uncontrollable laughter during our binge-watch.",None,1
3226,"I provided tips on effective negotiation strategies to a friend, improving communication skills.",None,1
3227,The sensation of gliding through pristine powder while heli-skiing in the rugged mountains of Alaska is an adrenaline rush like no other.,None,1
